selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-086296, 972751.19784816, -836373.15855047, 1171662.83833758, 1.10, 1.02, 1.75
04-1-086303, 962955.54074536, -838029.16085593, 1178551.02227393, 1.61, 1.39, 3.04
04-1-086305, 962885.77645940, -839180.07391740, 1177788.83719967, 1.16, 1.00, 1.59
04-1-086306, 966117.75975165, -845117.12144596, 1170876.71653823, 2.22, 2.01, 1.19
04-1-086308, 970928.35565540, -844640.11777996, 1167236.03423684, 1.11, 0.98, 1.13
04-1-086311, 964239.88657281, -843118.02471357, 1173862.08625423, 1.08, 1.04, 1.73
04-1-086313, 966461.76609997, -851001.97653117, 1166321.58970284, 1.38, 1.22, 1.71
04-1-086317, 971894.49599422, -857141.77474284, 1157276.03735964, 1.16, 0.95, 1.67
04-1-086318, 964443.37259098, -860103.30555492, 1161305.31938799, 1.27, 1.12, 1.70
04-1-086319, 956443.83491102, -842091.94874560, 1180955.16448277, 1.26, 1.16, 2.15
04-1-086321, 953424.90138718, -846579.51468550, 1180187.63030703, 1.24, 1.08, 2.02
04-1-086322, 953438.50435174, -847633.77977323, 1179419.66822963, 1.20, 0.98, 1.10
04-1-086323, 954718.06538607, -847280.85622305, 1178637.91144839, 2.15, 1.76, 1.66
04-1-086325, 951572.75827986, -853467.69858550, 1176716.16508436, 2.32, 2.26, 1.98
04-1-086326, 960933.79197976, -857816.87181587, 1165896.74579674, 2.89, 2.62, 1.87
04-1-086330, 948792.14276630, -866123.37709976, 1169693.34676497, 1.41, 1.36, 1.90
04-1-086338, 947941.66149665, -870639.43965841, 1167027.13443615, 1.33, 1.13, 1.61
04-1-086341, 943979.91319916, -866150.68255492, 1173560.25775678, 1.13, 1.06, 1.41
04-1-086344, 962858.79098935, -848336.75824237, 1171232.87745408, 1.17, 1.02, 1.72
04-1-086347, 933716.74997800, -867480.95317550, 1180766.10160025, 1.15, 0.93, 1.33
04-1-086349, 935009.42129441, -872948.29647017, 1175702.94453170, 1.31, 1.20, 1.79
04-1-086352, 934560.63283567, -883214.06660806, 1168369.84559661, 1.06, 0.95, 1.89
04-1-086353, 932188.97507673, -896438.97354106, 1160163.62702080, 1.84, 1.70, 1.48
04-1-086358, 926089.12345250, -889360.53352635, 1170450.99719241, 1.26, 1.05, 1.43
04-1-086361, 913505.42096116, -894664.30555431, 1176283.29336160, 1.66, 1.57, 1.90
04-1-086362, 914710.23182589, -895375.22252933, 1174805.15945138, 2.41, 2.30, 1.44
04-1-086367, 904694.88495550, -898557.68581164, 1180118.64251192, 1.93, 1.58, 1.67
04-1-086370, 908050.06143041, -904128.12428650, 1173267.31004081, 4.49, 4.17, 1.30
04-1-086374, 903688.15940110, -915307.89153260, 1167954.59426143, 1.42, 1.19, 1.33
04-1-086377, 901683.45995886, -914840.98806578, 1169868.22531063, 1.44, 1.11, 1.13
04-1-086380, 897029.28711447, -930329.71476462, 1161199.31100776, 1.15, 1.07, 1.54
04-1-086386, 897922.15083778, -912074.94237327, 1174910.15423718, 3.32, 2.51, 2.42
04-1-086387, 897518.84677981, -910011.80071253, 1176816.55419992, 1.15, 1.04, 1.81
04-1-086388, 893482.24970103, -909849.21630295, 1180009.59024158, 1.18, 1.08, 2.32
04-1-086389, 885899.19693443, -907497.71085366, 1187513.90630439, 2.06, 1.97, 0.38
04-1-086391, 890331.92278017, -910956.42253179, 1181535.53629446, 1.57, 1.41, 1.72
04-1-086401, 880894.42695138, -923996.37849693, 1178479.72451398, 1.25, 0.83, 1.61
04-1-086403, 882239.97743743, -924922.80426389, 1176745.16713001, 1.38, 0.97, 1.58
04-1-086409, 880968.96397568, -910614.71353706, 1188794.88895328, 5.73, 5.35, 0.68
04-1-086410, 884441.97541732, -907334.61850301, 1188724.12366617, 1.26, 1.04, 1.46
04-1-086412, 879328.68662389, -907618.67000014, 1192295.33704845, 1.35, 1.21, 1.29
04-1-086419, 894104.20170723, -923514.38655333, 1168870.22988803, 1.28, 1.11, 1.71
04-1-086420, 890721.82850235, -926794.06445363, 1168856.76895116, 1.24, 1.08, 3.00
04-1-086422, 888321.51274986, -928050.03121118, 1169686.62023412, 1.56, 1.36, 1.43
04-1-086429, 900106.68573148, -928092.26725150, 1160608.22751239, 1.37, 1.13, 1.41
04-1-086432, 877072.42498603, -931801.31645881, 1175180.42358386, 1.85, 1.66, 2.04
04-1-086434, 871153.15389437, -936062.66281276, 1176196.25647584, 1.36, 1.17, 1.29
04-1-086435, 871918.18179610, -936589.65126657, 1175209.45766860, 1.26, 0.89, 1.55
04-1-086450, 831542.40800998, -978753.68915656, 1170101.36297817, 1.76, 1.63, 2.20
04-1-086451, 828166.97619178, -994667.39947278, 1159023.28879597, 1.15, 1.01, 1.96
04-1-086454, 816460.89437213, -977654.62538457, 1181584.44532128, 1.24, 1.19, 1.99
04-1-086456, 806543.63708204, -984246.63162725, 1182922.09786312, 1.07, 0.99, 1.63
04-1-086457, 821451.60795535, -981470.02398324, 1174943.66154718, 1.36, 1.25, 1.20
04-1-086458, 807101.14730742, -996011.39290476, 1172649.90650192, 1.14, 0.99, 1.63
04-1-086459, 808357.48920749, -998844.18726998, 1169370.43711526, 1.10, 0.92, 1.21
04-1-086461, 807731.69140405, -1007060.78398106, 1162736.79397747, 1.26, 1.17, 1.73
04-1-086467, 756033.95055716, -1041546.85419408, 1167112.49505922, 1.15, 1.00, 1.84
04-1-086468, 748763.12875166, -1035897.48074175, 1176787.55364548, 1.54, 1.48, 1.38
04-1-086470, 750857.34178012, -1039788.28886602, 1172012.08467830, 1.77, 1.64, 2.01
04-1-086471, 731956.70173598, -1045226.01989192, 1179110.13655412, 1.24, 1.12, 1.91
04-1-086472, 728898.11180840, -1064409.28372202, 1163743.60549416, 1.63, 1.47, 1.51
04-1-086474, 715833.19452966, -1072819.19224913, 1164130.82527325, 1.31, 1.29, 0.43
04-1-086475, 718399.93317936, -1066717.45602799, 1168149.88978857, 3.02, 2.90, 2.23
04-1-086478, 689070.66562827, -1071485.83642356, 1181379.90507470, 1.24, 1.10, 2.07
04-1-086479, 689186.49622956, -1072859.16401407, 1180065.23023342, 1.19, 0.94, 1.90
04-1-086480, 691800.17519115, -1074946.44431352, 1176631.38640069, 1.37, 1.25, 1.46
04-1-086483, 675023.00126521, -1099770.15379535, 1163360.78521835, 1.10, 0.92, 1.97
04-1-086485, 642684.54837157, -1114509.54833986, 1167640.26906565, 1.24, 1.12, 2.05
04-1-086486, 628356.45243561, -1110932.93297461, 1178793.85267950, 1.63, 1.61, 1.23
04-1-086489, 625969.00256405, -1129975.53812506, 1161842.00779106, 1.50, 1.43, 1.51
04-1-086490, 616992.04015459, -1123093.56042800, 1173260.60059607, 1.05, 0.99, 2.58
04-1-086493, 611337.68930936, -1124679.74612206, 1174700.15676031, 1.12, 1.06, 0.12
04-1-086496, 608548.17819114, -1133417.10203793, 1167730.08337894, 1.05, 1.00, 2.08
04-1-086500, 603520.73738476, -1122173.06501954, 1181121.96308900, 1.50, 1.28, 1.61
04-1-086502, 604014.72548291, -1124502.61672517, 1178651.27852900, 1.84, 1.62, 1.92
04-1-086504, 602290.56748616, -1125860.90779251, 1178236.83893427, 1.23, 1.04, 1.11
04-1-086505, 604308.64274786, -1128827.90688054, 1174358.28474446, 1.22, 0.93, 1.60
04-1-086506, 606176.22427141, -1126592.07580819, 1175542.18973810, 1.23, 1.07, 1.57
04-1-086508, 596470.70814882, -1131259.50543845, 1176024.39841850, 1.08, 0.96, 1.38
04-1-086511, 592351.19215261, -1129172.40956708, 1180105.28963642, 1.35, 1.22, 1.79
04-1-086512, 590620.29067724, -1129560.34234229, 1180601.48451876, 1.29, 1.04, 1.35
04-1-086513, 592984.23683937, -1122035.10840806, 1186577.29219791, 1.20, 1.07, 1.14
04-1-086516, 588232.45962178, -1124372.25239263, 1186730.11738003, 1.11, 0.96, 1.69
04-1-086520, 586344.76469168, -1130787.25588253, 1181557.76788624, 1.03, 1.01, 0.94
04-1-086534, 585208.88068029, -1156008.87934354, 1157468.27034343, 1.43, 1.32, 1.69
04-1-086538, 571033.70789915, -1156618.38017745, 1163921.46946375, 1.52, 1.46, 1.44
04-1-086539, 575751.78773794, -1154022.73981272, 1164173.59311733, 1.10, 1.00, 1.61
04-1-086546, 579289.01272369, -1137802.22844298, 1178299.23563066, 1.21, 1.03, 1.60
04-1-086550, 574952.82516957, -1138805.72183967, 1179453.06677916, 1.14, 1.08, 2.54
04-1-086551, 576918.23999683, -1142203.06091037, 1175200.52416851, 1.07, 0.97, 1.36
04-1-086552, 579345.48478864, -1140718.46240732, 1175448.40753565, 3.11, 2.86, 0.99
04-1-086554, 576315.38856883, -1144382.47440278, 1173374.65678210, 1.26, 1.12, 3.11
04-1-086557, 576416.09871942, -1147422.55579803, 1170352.39119805, 1.18, 1.04, 1.44
04-1-086558, 574777.56278186, -1147554.13037484, 1171029.04796686, 1.09, 0.93, 1.96
04-1-086561, 571410.08518267, -1147374.91166149, 1172851.26364827, 1.29, 1.19, 1.45
04-1-086562, 571807.01454627, -1151645.40578577, 1168464.10190823, 1.27, 1.15, 1.58
04-1-086563, 573138.07592615, -1152053.73152287, 1167408.97101569, 1.32, 1.17, 1.30
04-1-086565, 572295.99175759, -1145594.08577909, 1174159.37949077, 1.23, 1.10, 2.56
04-1-086566, 571130.10792622, -1144959.24694679, 1175345.68644771, 1.50, 1.48, 0.38
04-1-086572, 566493.31877514, -1142996.06434463, 1179493.14397152, 1.41, 1.03, 1.80
04-1-086576, 564486.00713481, -1142451.82356634, 1180981.85361966, 1.10, 1.05, 1.31
04-1-086582, 546382.76415798, -1158392.41936967, 1173947.03363396, 3.31, 3.09, 0.66
04-1-086583, 534846.51374373, -1158310.21374995, 1179328.37473654, 1.49, 1.37, 1.62
04-1-086584, 532041.18592720, -1163473.35172704, 1175508.69681947, 1.17, 1.13, 1.98
04-1-086585, 542033.67894074, -1176463.94282072, 1157882.05018330, 1.06, 1.02, 2.12
04-1-086586, 539490.22579034, -1175204.31193476, 1160346.44890508, 1.31, 1.19, 1.99
04-1-086587, 537437.41731169, -1173973.39652089, 1162543.00855261, 1.50, 1.39, 1.84
04-1-086589, 530829.50597216, -1181094.08458506, 1158358.99398569, 1.21, 1.06, 1.37
04-1-086593, 525085.36879450, -1163693.23677639, 1178415.10774380, 1.06, 0.97, 1.77
04-1-086601, 488375.01562650, -1179623.86980054, 1178361.62951303, 1.13, 1.06, 1.07
04-1-086602, 486073.60737669, -1172674.95978889, 1186222.84874974, 1.06, 1.03, 3.09
04-1-086606, 484495.48888409, -1178041.12710088, 1181542.20580979, 6.35, 6.29, 2.55
04-1-086607, 476042.30135850, -1178068.44417751, 1184946.08660077, 1.89, 1.81, 1.58
04-1-086616, 454118.17004122, -1201344.96364443, 1170087.91377596, 1.24, 1.09, 2.20
04-1-086617, 448703.20245211, -1195338.90902180, 1178299.23563066, 1.80, 1.70, 0.70
04-1-086618, 439244.56011735, -1203023.95968258, 1174034.21110161, 1.06, 0.98, 0.82
04-1-086626, 408027.52384470, -1217135.59039794, 1170749.01425191, 1.17, 1.04, 1.07
04-1-086627, 403471.72998100, -1217205.94201512, 1172253.81971194, 1.18, 1.04, 1.47
04-1-086630, 399810.26595270, -1216745.51548450, 1173985.03473732, 1.39, 1.37, 1.52
04-1-086631, 395170.20885574, -1217003.80789484, 1175287.62335114, 1.18, 1.12, 2.03
04-1-086632, 391781.64338751, -1213486.18634932, 1180049.65126217, 1.17, 1.11, 2.41
04-1-086633, 383432.07731986, -1220993.66419727, 1175037.47773095, 1.34, 1.21, 1.33
04-1-086641, 346440.33061830, -1233409.67521514, 1173558.02174702, 1.40, 1.14, 1.61
04-1-086642, 349484.49115907, -1237690.04603143, 1168136.42199617, 1.13, 1.02, 1.24
04-1-086643, 349030.13310769, -1238891.66409591, 1166997.93093925, 1.25, 1.12, 1.60
04-1-086644, 340608.59025521, -1240884.85596519, 1167368.54612441, 1.05, 0.96, 0.69
04-1-086645, 343526.85583944, -1246741.41495621, 1160251.65526711, 1.11, 0.99, 1.60
04-1-086648, 332915.52964242, -1236929.36088964, 1173768.19103776, 1.11, 1.02, 1.48
04-1-086658, 336146.51419590, -1221704.68226960, 1188697.58572753, 1.96, 1.80, 0.95
04-1-086659, 340701.60400376, -1224297.44914951, 1184726.52246638, 1.25, 1.22, 2.70
04-1-086661, 340502.24147213, -1225236.78641991, 1183812.40099767, 1.13, 1.00, 1.42
04-1-086662, 335113.00007385, -1225302.90272372, 1185280.90921871, 1.22, 1.18, 1.11
04-1-086664, 339708.58595020, -1229531.58634428, 1179579.97389471, 1.31, 1.19, 1.29
04-1-086667, 340758.34206902, -1230987.19843394, 1177757.62769855, 1.50, 1.31, 1.47
04-1-086668, 339989.83443110, -1232644.53011217, 1176245.35487630, 1.06, 0.98, 1.33
04-1-086670, 335621.78340801, -1231724.12898741, 1178461.89949961, 1.67, 1.60, 1.61
04-1-086671, 333634.63547745, -1230015.56706632, 1180808.36497052, 2.17, 1.95, 1.33
04-1-086672, 332655.57336293, -1232021.37500671, 1178992.09540911, 1.28, 1.15, 1.52
04-1-086673, 331267.57574590, -1232863.97318961, 1178502.00545886, 1.43, 1.25, 1.60
04-1-087359, 328834.18833500, -1218967.44574569, 1193543.12984252, 2.19, 1.74, 1.15
04-1-087360, 327147.89361810, -1207518.73884302, 1205583.47327931, 1.11, 1.04, 1.88
04-1-087368, 348661.82788976, -1214168.56005207, 1192806.94060425, 1.41, 1.29, 1.51
04-1-087369, 356852.98610549, -1214203.53644156, 1190346.36908776, 1.58, 1.39, 1.45
04-1-087370, 356813.50933510, -1219653.87792723, 1184773.09963260, 1.60, 1.42, 1.38
04-1-087374, 367228.82884146, -1200551.81294987, 1200990.04645772, 1.29, 1.23, 2.01
04-1-087380, 366581.60412646, -1206335.04212272, 1195379.62742505, 1.12, 0.94, 1.49
04-1-087383, 372374.79224700, -1211626.99015089, 1188215.38907594, 1.20, 1.10, 1.50
04-1-087384, 365611.87152599, -1213030.55297196, 1188883.34034749, 1.25, 1.16, 1.44
04-1-087385, 366200.21237071, -1215673.63927813, 1185999.05869436, 1.36, 1.19, 1.37
04-1-087386, 366093.93317699, -1217243.72984123, 1184420.40435532, 1.38, 0.99, 1.33
04-1-087387, 379177.58860498, -1205164.20154864, 1192628.34261364, 1.10, 0.95, 1.35
04-1-087388, 390194.30480279, -1211244.32566319, 1182875.45753904, 1.31, 1.21, 1.30
04-1-087390, 403895.11419330, -1196832.34850515, 1192903.94680479, 1.15, 0.97, 1.67
04-1-087394, 376512.19993751, -1187995.85936667, 1210563.15879258, 1.36, 1.16, 1.96
04-1-087396, 378687.51486735, -1192402.21635282, 1205541.98621220, 1.44, 1.23, 1.77
04-1-087398, 372199.82981132, -1195216.48823444, 1204775.32882316, 1.09, 0.96, 1.77
04-1-087399, 372089.67777514, -1189813.41509768, 1210145.47429092, 1.23, 1.18, 1.88
04-1-087400, 370314.29943586, -1190112.77230760, 1210395.66622805, 1.69, 1.41, 1.05
04-1-087401, 372191.78745532, -1191161.56483857, 1208787.06139755, 1.98, 1.67, 0.84
04-1-087402, 370398.04573135, -1191187.99399130, 1209311.87486495, 1.08, 1.06, 2.25
04-1-087406, 369725.37278765, -1187416.46273210, 1213220.52931436, 1.47, 1.24, 1.81
04-1-087408, 366956.78549698, -1187279.49665841, 1214194.74319085, 1.35, 1.03, 1.84
04-1-087414, 424488.35901544, -1196262.51549033, 1186307.03744567, 1.18, 0.96, 1.67
04-1-087423, 439915.21636818, -1187716.14532380, 1189270.24706116, 1.15, 1.02, 1.52
04-1-087426, 441976.90476410, -1178170.06844503, 1197969.30907072, 1.06, 0.93, 1.84
04-1-087429, 446348.70915593, -1173663.52811064, 1200768.71737138, 1.25, 1.16, 1.97
04-1-087431, 449859.99978721, -1168875.50298591, 1204124.07961592, 1.13, 1.02, 1.81
04-1-087433, 457472.79387646, -1182494.94824984, 1187848.09644435, 1.39, 1.24, 2.57
04-1-087437, 465325.82780323, -1176478.54227648, 1190768.18631598, 1.51, 1.42, 1.78
04-1-087441, 466316.97686326, -1161170.97061898, 1205317.05956603, 2.09, 1.97, 1.27
04-1-087445, 473141.69427463, -1170008.38028703, 1194058.66153931, 1.33, 1.18, 1.19
04-1-087450, 489818.31713201, -1161371.45162468, 1195764.66227813, 1.35, 1.24, 2.31
04-1-087451, 494236.67054791, -1167406.47517578, 1188045.03079782, 3.28, 3.09, 1.33
04-1-087453, 504845.52102504, -1168251.11607252, 1182742.19071456, 1.57, 1.47, 2.16
04-1-087456, 512018.79591457, -1141370.70498963, 1205681.72683411, 1.13, 1.03, 1.98
04-1-087458, 520946.91172189, -1150021.29163502, 1193576.18271878, 1.24, 1.05, 2.04
04-1-087471, 530149.61818742, -1141327.08485025, 1197861.68973006, 1.09, 1.03, 2.30
04-1-087472, 525986.05361227, -1142105.17472962, 1198955.04555476, 1.05, 0.98, 2.04
04-1-087478, 563133.38890746, -1138513.21517749, 1185422.79595248, 2.51, 2.31, 1.53
04-1-087479, 560189.97705255, -1132114.85509833, 1192921.58353998, 1.38, 1.26, 1.49
04-1-087483, 551878.91318976, -1133426.72443277, 1195546.85626206, 1.25, 1.10, 1.56
04-1-087488, 570118.53413220, -1118920.62447106, 1200641.60063369, 1.16, 1.02, 1.51
04-1-087490, 566679.96109002, -1123491.74893494, 1197997.85967009, 1.12, 1.06, 0.70
04-1-087496, 577116.02280201, -1128463.44591799, 1188303.87841330, 1.19, 1.03, 1.99
04-1-087497, 579148.74345377, -1128984.87910489, 1186818.70380798, 1.11, 0.99, 1.45
04-1-087498, 579743.58013338, -1129950.19393882, 1185608.99984428, 1.20, 1.12, 1.94
04-1-087501, 573020.06894216, -1131931.36606050, 1186987.00208467, 1.45, 0.94, 2.27
04-1-087505, 579649.44575529, -1115349.17865683, 1199400.47094584, 1.22, 1.10, 1.48
04-1-087509, 578590.33358646, -1119415.83522986, 1196118.79582128, 1.07, 1.00, 1.11
04-1-087510, 580322.23395759, -1119172.58579018, 1195507.25133317, 1.20, 1.03, 1.65
04-1-087511, 582308.10569995, -1121086.48384531, 1192745.20572312, 1.25, 1.09, 1.93
04-1-087516, 585775.56410581, -1115927.31950443, 1195881.25082726, 2.46, 2.20, 1.36
04-1-087521, 611130.17909343, -1116067.12787586, 1182993.16577746, 1.66, 1.47, 1.80
04-1-087522, 607488.32835205, -1113796.09925129, 1187002.50219140, 1.19, 1.02, 2.00
04-1-087528, 585917.11472178, -1108428.65583258, 1202765.89975160, 1.18, 0.91, 1.88
04-1-087537, 587683.69009252, -1112334.44198675, 1198289.91882986, 2.12, 2.09, 0.55
04-1-087539, 588305.00516499, -1114546.33410991, 1195927.44345967, 1.54, 1.42, 1.00
04-1-087544, 587942.27548037, -1117589.12771752, 1193263.24937565, 1.23, 1.15, 2.09
04-1-087550, 585000.83440113, -1111950.79383770, 1199957.58918125, 1.42, 1.29, 1.57
04-1-087551, 584424.49708865, -1110949.42138518, 1201165.33013845, 1.54, 1.36, 1.15
04-1-087564, 623727.75787776, -1109336.55468204, 1182748.85436384, 1.27, 1.16, 1.49
04-1-087566, 616107.98997142, -1094800.12186260, 1200159.32186648, 1.74, 1.69, 1.29
04-1-087573, 685505.93554475, -1070289.98776945, 1184533.54296676, 1.18, 1.08, 1.24
04-1-087575, 668846.04604443, -1056457.87868159, 1206275.45662769, 1.16, 1.11, 3.10
04-1-087576, 663001.31910145, -1054010.95944251, 1211630.68145571, 1.05, 1.02, 2.42
04-1-087577, 660722.63397941, -1054140.21126607, 1212762.45651786, 1.55, 1.41, 0.18
04-1-087579, 652855.12263834, -1057970.95025056, 1213687.11671122, 1.82, 1.68, 1.24
04-1-087580, 679619.81153785, -1059755.47958114, 1197327.85621275, 3.20, 3.12, 0.29
04-1-087586, 690331.54218591, -1061313.32624434, 1189796.26213877, 1.97, 1.95, 1.81
04-1-087592, 710805.96782553, -1044898.96087591, 1192266.66382318, 1.80, 1.60, 1.84
04-1-087593, 719230.42680331, -1038429.55598940, 1192866.46797032, 1.47, 1.44, 1.13
04-1-087594, 718634.06529480, -1043705.74382564, 1188613.54548198, 1.27, 1.18, 1.68
04-1-087595, 721450.97881606, -1048501.92716920, 1182671.10977136, 1.12, 1.01, 1.91
04-1-087597, 741433.35189151, -1034440.23234136, 1182695.54426170, 1.10, 0.99, 1.96
04-1-087599, 708781.73385766, -1037012.20251433, 1200330.33186124, 1.10, 0.95, 1.68
04-1-087600, 694669.24271693, -1038154.81100742, 1207571.11244234, 2.22, 2.11, 0.36
04-1-087601, 690979.40537359, -1035218.57398499, 1212199.95274131, 1.40, 1.26, 1.31
04-1-087605, 695906.05403232, -1029125.22366050, 1214567.74120956, 1.25, 1.10, 1.53
04-1-087607, 709727.60937604, -1029500.54037752, 1206223.07963816, 2.73, 2.37, 1.29
04-1-087608, 709504.57366797, -1020577.21260528, 1213912.75347739, 1.18, 1.01, 1.59
04-1-087609, 715401.35237966, -1016856.49127496, 1213574.28333223, 1.23, 0.94, 1.63
04-1-087613, 735405.74644100, -1020490.89028120, 1198472.14859364, 1.26, 1.15, 2.01
04-1-087616, 773035.70119093, -1011527.72232236, 1182280.09864735, 1.65, 1.54, 1.33
04-1-087620, 812114.88488971, -971416.30996523, 1189696.82124233, 1.15, 1.13, 3.12
04-1-087622, 816047.77272539, -961671.92437364, 1194910.83454015, 1.07, 0.96, 2.21
04-1-087630, 850427.27884633, -928664.07610983, 1197044.37559228, 2.48, 2.36, 1.86
04-1-087631, 851880.92819839, -927810.11491834, 1196672.90218634, 1.41, 1.19, 1.83
04-1-087635, 854830.79142453, -912917.06786485, 1205987.35699573, 1.50, 1.35, 1.54
04-1-087637, 862703.08507804, -910944.40588365, 1201866.23065386, 1.17, 1.05, 1.86
04-1-087641, 865746.90551489, -904971.59702317, 1204187.47052638, 1.86, 1.54, 1.88
04-1-087645, 864702.29158447, -908661.77164240, 1202157.43215448, 1.07, 1.01, 1.43
04-1-087648, 872455.25110093, -901594.05545049, 1201877.17925034, 1.46, 1.34, 1.56
04-1-087653, 870064.79901414, -899437.84499713, 1205220.96252239, 1.17, 0.97, 1.81
04-1-087654, 887921.93871834, -890964.58952532, 1198472.14859364, 1.09, 0.90, 1.74
04-1-087655, 885824.26484311, -885917.03300061, 1203754.60225686, 1.06, 0.93, 2.31
04-1-087661, 866278.94595847, -900448.62156518, 1207191.71124990, 1.17, 1.10, 1.94
04-1-087662, 863599.33424269, -901151.05954733, 1208586.66125864, 1.20, 0.98, 1.56
04-1-087669, 855216.46546511, -902155.67609727, 1213786.92252094, 6.02, 5.29, 1.69
04-1-087676, 859273.68270429, -895823.20249892, 1215610.25336100, 1.26, 1.10, 1.59
04-1-087677, 858012.69885313, -894758.62930942, 1217283.84688333, 1.47, 1.09, 1.96
04-1-087678, 861667.61693862, -890943.86014918, 1217500.19136828, 1.85, 1.71, 1.56
04-1-087681, 877406.85054711, -904465.52987641, 1196101.20135313, 1.23, 1.10, 1.83
04-1-087685, 892867.05478694, -898934.00661605, 1188808.15703179, 1.10, 1.07, 3.00
04-1-087688, 895872.68486859, -888926.06272928, 1194060.86423890, 1.11, 1.03, 2.02
04-1-087689, 892365.62512442, -889100.91352526, 1196554.18459209, 1.85, 1.55, 1.56
04-1-087696, 895382.63553171, -878355.44922258, 1202223.10775051, 4.98, 4.53, 1.73
04-1-087700, 899221.11763470, -895556.11421230, 1186566.21724064, 1.31, 1.03, 1.55
04-1-087713, 912580.21795917, -877735.52090582, 1189679.14209243, 1.09, 1.04, 2.37
04-1-087715, 914487.44747417, -870945.93624575, 1193199.33144014, 1.39, 1.26, 2.01
04-1-087726, 910973.66924708, -869997.96806526, 1196573.97159592, 1.19, 1.14, 1.80
04-1-087729, 906017.99613637, -868263.46147593, 1201585.91542298, 1.37, 1.05, 1.75
04-1-087731, 904510.35658885, -867060.95969981, 1203588.41261785, 1.12, 0.93, 1.61
04-1-087734, 897785.99054300, -875195.38348343, 1202735.26426808, 1.12, 1.02, 1.74
04-1-087756, 886360.53665308, -868897.98749071, 1215705.57553984, 1.93, 1.79, 1.76
04-1-087757, 890209.04058233, -867930.30569858, 1213582.96317782, 1.19, 0.94, 1.42
04-1-087758, 893149.04603678, -864615.27941656, 1213789.09212557, 1.43, 1.35, 2.38
04-1-087760, 890508.81538589, -871381.07898614, 1210887.20569051, 1.17, 1.05, 2.22
04-1-087761, 889094.09951016, -861261.19326936, 1219138.87608609, 1.38, 1.33, 2.24
04-1-087765, 911761.68686860, -857939.74446631, 1204652.97128410, 1.61, 1.05, 1.41
04-1-087771, 925597.62322184, -861745.46572879, 1191311.27426125, 1.09, 1.04, 0.79
04-1-087772, 930164.05097511, -862548.35029146, 1187166.34962546, 1.78, 1.50, 1.56
04-1-087775, 927035.04224176, -854634.82573419, 1195309.20899076, 2.04, 1.91, 2.14
04-1-087778, 919592.64579317, -848486.52466084, 1205395.67913282, 1.95, 1.78, 1.98
04-1-087780, 927012.79411293, -843487.16571131, 1203218.78344350, 1.15, 1.05, 1.45
04-1-087782, 935801.16540240, -853994.85816401, 1188918.71928275, 1.38, 1.18, 1.39
04-1-087783, 935645.26363467, -855620.10916538, 1187872.43819773, 1.37, 0.91, 1.62
04-1-087787, 933827.67419808, -843245.31457833, 1198107.66391986, 1.41, 1.22, 1.48
04-1-087788, 932519.69127793, -843394.75409508, 1199020.88144611, 1.13, 1.00, 1.71
04-1-087789, 933523.84503015, -834432.13354085, 1204497.82286005, 1.15, 1.03, 1.44
04-1-087791, 933999.70597228, -836883.13742037, 1202426.68115155, 1.29, 1.15, 1.72
04-1-087793, 940710.56208570, -847703.61860481, 1189546.54107552, 1.82, 1.62, 1.75
04-1-087794, 942546.64860759, -849835.23745001, 1186568.43223932, 1.31, 0.92, 1.41
04-1-087795, 943640.88949441, -852734.72568165, 1183614.85259810, 1.52, 1.33, 1.20
04-1-087803, 948833.59661645, -833922.84498153, 1192831.19281388, 1.69, 1.54, 1.62
04-1-087805, 948339.06748446, -836691.29834380, 1191284.78726058, 1.31, 1.15, 1.67
04-1-087807, 947318.44991236, -840300.24912709, 1189555.38154917, 1.33, 1.08, 1.82
04-1-087808, 944815.89085255, -835549.78281999, 1194880.01607775, 1.22, 1.03, 1.86
04-1-087814, 938098.25477374, -827656.13446960, 1205618.40872861, 2.32, 1.96, 1.38
04-1-087819, 941822.53453448, -826625.27285286, 1203420.01467650, 1.11, 0.90, 1.43
04-1-087825, 952264.45058521, -828579.02243582, 1193820.74857616, 1.66, 1.40, 1.31
04-1-087826, 952215.43284782, -831138.84646156, 1192079.16991657, 1.23, 0.98, 1.58
04-1-087829, 956774.62616210, -834471.27924025, 1186085.47704435, 1.40, 1.28, 1.44
04-1-087830, 956865.86291378, -836405.09745902, 1184648.89031933, 1.48, 1.32, 1.50
04-1-087831, 959261.85003539, -834226.39341642, 1184247.35068063, 1.20, 0.97, 1.33
04-1-087834, 961874.06915900, -833583.53101522, 1182580.03192160, 1.10, 1.07, 1.45
04-1-087835, 962822.50686521, -828596.65790711, 1185309.73115847, 1.64, 1.51, 2.42
04-1-087837, 957042.11784491, -826213.19870133, 1191637.90429922, 1.06, 1.00, 1.10
04-1-087838, 956178.41908917, -827800.47151105, 1191229.60433085, 2.44, 2.28, 1.00
04-1-087839, 953998.58228618, -828859.92832741, 1192240.19568585, 1.38, 0.96, 1.91
04-1-087843, 961346.95743953, -822694.23084722, 1190606.98383322, 1.98, 1.84, 1.73
04-1-087844, 968876.75604036, -826066.95380054, 1182137.88512313, 1.68, 1.56, 1.62
04-1-087846, 957131.07013615, -820099.78561550, 1195782.26120538, 1.12, 1.01, 2.04
04-1-087847, 954510.78509642, -822255.93606786, 1196395.87793329, 1.10, 1.01, 1.94
